iter;dataset;cls;method;nr_events;param;value;score
2;production;logit;prefix_index;C;8.951975627441279;0.934366576819407
2;production;logit;prefix_index;processing_time;0.9437253475189209;0
3;production;logit;prefix_index;C;-3.0298554426701187;0.8449347587278622
3;production;logit;prefix_index;processing_time;0.8493137359619141;0
4;production;logit;prefix_index;C;-5.266791123701815;0.8014243199291626
4;production;logit;prefix_index;processing_time;0.8408293724060059;0
5;production;logit;prefix_index;C;1.8811246271212738;0.9478901161144151
5;production;logit;prefix_index;processing_time;0.8990578651428223;0
6;production;logit;prefix_index;C;5.073647581614541;0.9700235950235951
6;production;logit;prefix_index;processing_time;0.9387176036834717;0
7;production;logit;prefix_index;C;-2.8868352774920947;0.8570707070707071
7;production;logit;prefix_index;processing_time;0.8396613597869873;0
8;production;logit;prefix_index;C;-14.053780758923555;0.7544339718252763
8;production;logit;prefix_index;processing_time;0.8228867053985596;0
9;production;logit;prefix_index;C;12.510577284834639;0.9663928122486901
9;production;logit;prefix_index;processing_time;0.9362094402313232;0
10;production;logit;prefix_index;C;4.891688512081387;0.9575732529860971
10;production;logit;prefix_index;processing_time;0.9418549537658691;0
11;production;logit;prefix_index;C;-12.076749054226141;0.7794829691381415
11;production;logit;prefix_index;processing_time;0.8200151920318604;0
